Species,domesticated,allocare_binay,adult_mass_combined,Litter_nmass,Litter_wmass,maternal_mass,Adult_mass,Litter_size,Neonatal_mass,Reproductive_years,Gestation_duration,Wean_mass,Wean_age,Litters/year,IBIs,Allonursing,Provisioning_Male,Provisioning_others,Provisioning mothers,Energy_input (Isler Van Schaik),Provisioning_Male (Stockley & Hobson),Energy_input_binary,"Commul nesting, babysitting, retrieval",Carrying_Male,Carrying_others,Care_input (Isler & Van Schaik),MaleCare (Stockley & Hobson),Care_Input_binary,Protection,Protection_binary,notes
Daubentonia_madagascarensis,0,NA,2490,,,NA,2490,1,109,20.4,167,NA,170,NA,912.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Daubentonia_madagascariensis,0,NA,2610.33,,,NA,2610.33,1,123,20,165.9,1535,231.3,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Delphinus_delphis,0,NA,76365,,,NA,76365,1,7050,15.415,287.1,40000,315,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Delphipterus_leucas,0,NA,665000,,,NA,665000,1.02,71400,25.3158333333333,403.2,NA,678,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dendrohyrax_arboreus,0,NA,2950,,,NA,2950,1.35,NA,NA,227.7,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dendrohyrax_dorsalis,0,NA,3116.67,,,NA,3116.67,1.5,236,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dendrolagus_bennettianus,0,0,10458.82,,,10458.82,NA,1,NA,NA,NA,2900,NA,NA,365,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Dendrolagus_lumholtzi,0,NA,6649.97,,,6649.97,NA,1,NA,NA,NA,1299.99,NA,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dendromus_kahuziensis,0,NA,NA,,,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dendromus_melanotis,0,NA,7.36,,,NA,7.36,4.56,NA,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dendromus_mesomelas,0,NA,10.6,,,NA,10.6,4.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dendromus_messorius,0,NA,NA,,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dendromus_mystacalis,0,NA,7.2,,,NA,7.2,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dephomys_defua,0,NA,45,,,NA,45,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Desma_moschata,0,NA,383,,,NA,383,3.86,NA,NA,46.2,NA,35.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Desmodilliscus_braueri,0,NA,10,,,NA,10,2.53,0.9,NA,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Desmodillus_auricularis,0,1,54.5,,,NA,54.5,3.29,3.12,NA,28.2,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0.5,NA,1,NA,NA,
Desmodus_rotundus,0,0,33.16,,,33.16,NA,1,6.94,NA,NA,NA,NA,1.26,288.95,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,
Dicerorhinus_sumatrensis,0,1,1266666.67,,,NA,1266666.67,1,23000,25.1666666666667,232.5,NA,495,0.29,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,
Diceros_bicornis,0,0,765450,,,765450,927766.67,1,34166.67,42.4370833333334,466.3,NA,602.6,0.39,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,NA,
Dicrostonyx_groenlandicus,0,NA,55.05,,,NA,55.05,3.27,4.35,NA,21.3,23,15.9,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dicrostonyx_hudsonius,0,0,57,,,NA,57,NA,NA,NA,20.1,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Dicrostonyx_richardsoni,0,0,55,,,NA,55,4,3.9,1.75,20.4,NA,18.9,2.5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Dicrostonyx_torquatus,0,NA,85,,,NA,85,4.07,2.97,3.5,18,25.5,30,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dicrostonyx_ulascensis,0,0,NA,,,NA,NA,2.8,5.2,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Didelphis_marsupialis,0,1,1134.75,,,1134.75,NA,7.09,0.16,NA,NA,95.91,NA,2,110,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,
Didelphis_virginia,0,0,2442.08,,,2442.08,NA,8.62,0.15,NA,NA,125,NA,2,136.87,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,
Dinomys_branickii,0,0,12500,,,NA,12500,1.85,730.54,NA,252.6,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Diplomesodon_pulchellum,0,1,10,,,NA,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,
Dipodomys_agilis,0,NA,60.57,,,NA,60.57,2.55,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dipodomys_californicus,0,NA,84.96,,,NA,84.96,2.75,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dipodomys_deserti,0,0,115,,,115,112,3.29,3.04,8.49,30.65,38,20.05,2.42,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Dipodomys_elephantinus,0,0,85,,,NA,85,2,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Dipodomys_heermanni,0,0,71.3,,,71.3,65,3.12,3.91,8.13,31.1,28.1,28.3,2,NA,0,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,
Dipodomys_ingens,0,0,132,,,NA,132,2.75,NA,NA,NA,NA,32.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Dipodomys_merriami,0,0,41,,,41,40,2.3,2.92,9.42,27.65,17.6,20.3,1.63,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,
Dipodomys_microps,0,0,65.7,,,65.7,55.16,2.4,4,NA,31.1,21,21.75,1,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,
Dipodomys_nitratoides,0,0,35.5,,,NA,35.5,2.27,3.18,NA,33.9,20,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Dipodomys_ordii,0,1,60.2,,,60.2,54.5,3.3,NA,9.64375,29.6,NA,34.2,2,NA,0,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,
Dipodomys_pamintinus,0,NA,72.4,,,NA,72.4,3.5,4.5,NA,29.7,NA,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dipodomys_spectabilis,0,1,147,,,147,119.6,2.65,7.75,11.76,25.2,30.3,23.4,2,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,1,1,0,0,
Dipodomys_stephensi,0,NA,64.5,,,NA,64.5,2.62,4.4,NA,NA,27.67,20.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dipodomys_venustus,0,NA,82,,,NA,82,3,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dipus_sagitta,0,0,87,,,NA,87,3.38,NA,NA,27.6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Diromys_bogdanovi,0,0,56,,,NA,56,2.5,NA,NA,30,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Dolichotis_patagonum,0,1,6462.5,,,6462.5,12500,1.765,570.45,13.6566666666667,90.15,NA,70.45,3.5,99.61,0.05,0,0,NA,0.05,NA,1,0,0,0,0,NA,0,NA,NA,
Dolichotis_salinicola,0,NA,1600,,,NA,1600,1.25,196,NA,77.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dorcopsis_muelleri,0,0,5370.79,,,5370.79,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Dremomys_lokriah,0,NA,172.5,,,NA,172.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dromiciops_gliroides,0,1,25,,,25,NA,3,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,
Dryomys_laniger,0,1,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
Dryomys_nitedula,0,NA,25,,,NA,25,3.33,1.6,NA,24.3,NA,30,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dugong_dugon,0,NA,479500,,,NA,479500,1,27500,63.5891666666667,366.3,NA,540,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Echimys_chrysurus,0,NA,640,,,NA,640,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Echinops_telfairi,0,0,72.4,,,72.4,180,5.01,7.74,15.3633333333334,59.5,50,30.35,1,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,
Echinosorex_gymnura,0,NA,956.5,,,NA,956.5,1.8,14.5,NA,37.5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Echymipera_rufescens,0,1,1051.48,,,1051.48,NA,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0.5,1,
Ectophylla_alba,0,0,5.55,,,5.55,NA,0.99,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,
Eira_barbara,0,NA,4500,,,NA,4500,1.92,82.25,NA,65.7,1707.5,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Elaphodus_cephalophus,0,1,33500,,,NA,33500,1,NA,10.5,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,1,NA,NA,
Elaphurus_davidianus,0,0,130617.088813184,,,130617.088813184,149000,1.055,11188.640980716,21,286.685855903331,NA,165,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Elaphus_maximus,0,0,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Elephantulus_brachyrhynchus,0,NA,44.33,,,NA,44.33,1.75,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Elephantulus_fuscus,0,0,NA,,,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Elephantulus_intufi,0,0,52.9582136140374,,,52.9582136140374,51.95,1.56666666666667,10.1651414288411,8.11113712377719,51.0252499987703,NA,37.5,NA,67,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,
Elephantulus_myurus,0,0,62.8058358813318,,,62.8058358813318,51.94,1.895,8.54748790765018,NA,53.3614930711412,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,
Elephantulus_rozeti,0,NA,48,,,NA,48,2.5,NA,NA,75,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Elephantulus_rufescens,0,1,52.78,,,52.78,58,1.415,10.51,5.8,57.9,28.99,23.1,5.25,92.6,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,0,
Elephantulus_rupestris,0,NA,60,,,NA,60,NA,NA,NA,56.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Elephas_maximus,0,1,2845853.52989941,,,2845853.52989941,3178000,1,99789.7208675765,60.3298240116474,635.886119604439,NA,540,0.23,NA,0.1,0,0,NA,0.1,0,1,NA,NA,NA,NA,0.5,1,0.5,1,
Eligmodontia_typus,0,0,21.4,,,NA,21.4,4,1.73,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Eliomys_quercinus,0,1,115,,,NA,115,4.89,NA,3.5,22.2,NA,30,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,
Ellobius_fuscocapillus,0,NA,80,,,NA,80,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ellobius_talpinus,0,0,38,,,NA,38,3.6,NA,NA,26.1,NA,60,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
emorhedus_crispus,0,1,30000,,,NA,30000,1,3510.5,15.0833333333333,214.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,
emorhedus_goral,0,0,27666.67,,,NA,27666.67,1,2000,NA,230.7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,
emorhedus_sumatraensis,0,NA,87500,,,NA,87500,1,NA,NA,225,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Enhydra_lutris,0,1,25505.465,,,25505.465,21800,0.98,1901.77,19.8679166666667,167.25,12540.745,185.7,0.83,365,0.1,0,0,NA,0.1,0,1,0,0,0,0,0,0,0.5,1,
Eolagurus_luteus,0,NA,26,,,NA,26,7.5,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Epixerus_ebii,0,NA,388,,,NA,388,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Equus_asinus,1,0,1022286.62928312,,,1022286.62928312,250000,1,29204.0968892167,39.1277681672211,359.340644881669,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,
Equus_burchelli,0,1,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.1,1.1,NA,1,NA,NA,
Equus_caballus,1,1,340722,,,340722,NA,NA,NA,54.5,337,NA,210,NA,NA,0.05,0,0,NA,0.05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
Equus_ferusprzewalskii,0,0,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
Equus_grevyi,0,0,384000,,,NA,384000,1,40000,24.75,399.6,NA,275.1,0.5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Equus_hemionus,0,NA,230000,,,NA,230000,1,NA,20.5208333333333,343.2,NA,375,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Equus_kiang,0,NA,275000,,,NA,275000,NA,NA,NA,294.9,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Equus_zebra,0,0,262099.155264778,,,262099.155264778,296000,1,29995.8125949383,29.272962291274,349.313564959613,NA,300,0.6,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,
Eremitalpa_granti,0,NA,23.2,,,NA,23.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Eremodipus_lichtensteini,0,0,51,,,NA,51,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Erethizon_dorsatum,0,0,8414.28231380557,,,8414.28231380557,9000,1,549.50781621223,16.7002502410132,205.412212122719,936.84,47.2,1,NA,0,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,
Ericeus_concolor,0,NA,719,,,NA,719,4.5,22,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ericeus_europaeus,0,1,822.623558314346,,,822.623558314346,771,4.615,15.7018140216678,8.985,36.3817044475415,203,41.3,1.58,NA,0,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,0,0,
Erigthus_barbatus,0,0,270680,,,270680,286666.67,1,36950,25.9458333333333,260.15,72666.67,25.45,1,NA,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,
Erythrocebus_patas,0,1,7233.15,,,7233.15,6191.7,1.00333333333333,557.556666666667,21.6733333333333,167.1,2184.15333333333,199.966666666667,0.97,405.15,0.1,0,0,NA,0.1,NA,1,0,0,0,0,0,0,NA,NA,
Eschrichtius_robustus,0,0,25066666.67,,,NA,25066666.67,1,529666.67,63.3933333333333,370.8,NA,183,0.5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Eubalae_australis,0,NA,23000000,,,NA,23000000,1,NA,NA,376.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Eubalae_glacialis,0,0,23000000,,,NA,23000000,1,NA,57.8333333333333,345,NA,210,0.29,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Eulemur_corotus,0,NA,1389.25,,,NA,1389.25,1.32,59,NA,123.6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Eulemur_fulvus,0,0,2314.69581025736,,,2314.69581025736,2426.29,1.06333333333333,75.6137956052372,33.4771544307294,120.616643438313,NA,166.95,2,547.5,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,
Eulemur_macaco,0,0,2430.215,,,2430.215,2171.83,1.05,67.585,29.4625,128.3,NA,145.05,1,365,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,
Eulemur_mongoz,0,0,1771.13,,,1771.13,1666.2,1.16,59.205,NA,128.7,NA,152.1,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,
Eulemur_rubriventer,0,0,1960,,,1960,1765.33,1,85.5,18.45,125.7,NA,135,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Eumetopias_jubatus,0,1,287550,,,287550,288932.5,1,19215,26.0633333333333,255.75,106610,328.15,1,NA,0.1,0,0,NA,0.1,NA,1,0,0,0,0,NA,0,0,0,
Euoticus_elegantulus,0,1,270.5,,,NA,270.5,1,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
Euoticus_inustus,0,NA,212,,,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Euphractus_sexcinctus,0,NA,4600,,,NA,4600,1.75,105,18.0833333333333,62.7,420,30.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Eupleres_goudotii,0,0,2306.67,,,2306.67,3000,1.25,150,NA,94,NA,63.45,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,
Exilisciurus_exilis,0,NA,14.6,,,NA,14.6,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Felis_chaus,0,0,5050,,,5050,10000,3.48,126.62,18.5908333333333,63,2212.5,90,2,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Felis_margarita,0,NA,2350,,,NA,2350,4.5,55.5,12.25,66,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Felis_nigripes,0,1,1231.385,,,1231.385,2125,1.845,71.435,14.1,65.75,58,61,3.25,228.12,0,0.1,0,NA,0.1,1,1,NA,NA,NA,NA,1,1,1,1,
Felis_silvestris,1,0,4265.2288657667,,,4265.2288657667,4150,3.71666666666667,104.488729127441,16.8198615254347,62.9911611827549,609.195,117.65,2.01,148.25,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,NA,
Feresa_attenuata,0,1,133000,,,NA,133000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,1,
Fossa_fossa,0,1,1540,,,NA,1540,1,67.5,9.00666666666667,87,NA,68.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,1,
Fumbulus_palmarum,0,1,NA,,,NA,NA,2.58,NA,NA,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,1,
Fumbulus_penntii,0,NA,147.65,,,NA,147.65,3.5,NA,NA,39.9,NA,60,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Fumbulus_sublineatus,0,NA,NA,,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Funisciurus_anerythrus,0,NA,218,,,NA,218,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Funisciurus_congicus,0,1,106,,,NA,106,2,9.96,NA,51.9,NA,50.1,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,
Funisciurus_lemniscatus,0,0,141,,,NA,141,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
Funisciurus_pyrropus,0,0,271.67,,,NA,271.67,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Galago_alleni,0,0,279.1,,,NA,279.1,1.225,24,11.91,133.55,NA,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Galago_granti,0,0,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
Galago_moholi,0,0,176.5,,,NA,176.5,1.5,11.925,15.5,123,95,95.55,2,182.5,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,
Galago_senegalensis,0,0,202.75577796624,,,202.75577796624,185.19,1.54,12.6582836164679,16.0140836815672,129.935970220284,119.57,90.9666666666667,2,202.575,0,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,
Galagoides_demidoff,0,NA,78.162780458833,,,78.162780458833,63,1.42333333333333,10.6892578538504,12.1599966458101,101.075982854374,NA,45,1,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Galagoides_zanzibaricus,0,0,143,,,143,140.5,1.26,14.325,13.5404166666667,122.333333333333,NA,59.3,2,182.5,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,
Galea_musteloides,0,1,308.32,,,308.32,337.85,2.615,37.69,2.49083333333333,53.2,125.215,44.05,7,53.1,0.5,0,0,NA,0.5,NA,1,0,0,0,0,NA,0,NA,NA,
Galea_spixii,0,1,360.61,,,360.61,326,2.295,33.62,NA,53.4,NA,NA,6.75,53,NA,NA,NA,NA,NA,0,0,0.25,0,0,0.25,NA,1,NA,NA,
Galemys_pyreicus,0,NA,61.3,,,NA,61.3,3.75,NA,2,30,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Galerella_pulverulenta,0,0,791.4,,,791.4,683,2.425,20.19,NA,60,NA,57.6,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Galerella_sanguinea,0,1,538.415,,,538.415,448,2.365,NA,11.6,62.5,NA,53.95,2,182.5,0,0,0,0,0,NA,0,NA,NA,NA,NA,1,1,0,0,
Galictis_vittata,0,0,2350,,,NA,2350,2,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
Galidia_elegans,0,1,862,,,862,800,1,49.365,23.2991666666666,76.65,346.285,67.2,1,365,0,0.8,0,0,0.8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
Galidictis_fasciata,0,NA,NA,,,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Gazella_cuvieri,0,NA,17500,,,NA,17500,1.46,NA,NA,168.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Gazella_dama,0,1,60000,,,60000,73000,1,NA,NA,206.6,NA,NA,NA,NA,0,0,0,NA,0,NA,0,0.5,0.1,0,0.6,NA,1,NA,NA,
Gazella_dorcas,0,1,17275,,,17275,16985,1.18,1500.63,21.74,162.1,7000,82.5,1,NA,0,0,0,NA,0,0,0,0.5,0,0,0.5,0,1,NA,NA,
