Species,domesticated,allocare_binay,adult_mass_combined,Litter_nmass,Litter_wmass,maternal_mass,Adult_mass,Litter_size,Neonatal_mass,Reproductive_years,Gestation_duration,Wean_mass,Wean_age,Litters/year,IBIs,Allonursing,Provisioning_Male,Provisioning_others,Provisioning mothers,Energy_input (Isler Van Schaik),Provisioning_Male (Stockley & Hobson),Energy_input_binary,"Commul nesting, babysitting, retrieval",Carrying_Male,Carrying_others,Care_input (Isler & Van Schaik),MaleCare (Stockley & Hobson),Care_Input_binary,Protection,Protection_binary,notes
Mustela_freta,0,1,177.515,,,177.515,150.6,6.36,3.095,8.36,31.55,31.61,36.8,1,365,0,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,
Mustela_lutreola,0,1,566.44,,,566.44,440,4.5,7.45,9.11083333333333,99.6,NA,56.4,NA,365,NA,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,NA,NA,0,0,
Mustela_lutreoli,0,0,538,,,538,NA,NA,NA,NA,42,NA,70,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,
Mustela_nigripes,0,1,858.05,,,858.05,809,3.395,7.39,9.76,39.6,NA,NA,NA,365,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.5,1,
Mustela_nivalis,0,0,69.225,,,69.225,49.75,5.22,2.305,9.22958333333333,40.2,40.815,45.35,1.335,273.75,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,
Mustela_putorius,1,0,832.275,,,832.275,588.67,8.08,9.38,11.7083333333334,33.25,NA,49.6,1.13,252.5,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,
Mustela_sibirica,0,0,462.925,,,462.925,405,6.74,NA,7.9,35.9,NA,60.5,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,
Mustela_vison,0,0,645,,,645,899.75,4.76,8.64,9.88208333333333,33.35,110,45,1,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,
Myocastor_coypus,0,0,5874.89352529777,,,5874.89352529777,7150,5.11,198.86621249312,7.05102989196044,132.362836927821,1533.33,57,2.32,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Myodes_gapperi,0,0,19.83,,,19.83,NA,5.37,1.49,NA,NA,10.37,NA,2.4,17,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Myodes_glareolus,0,0,20.73,,,20.73,NA,4.31,1.83,NA,NA,9.43,NA,3.5,21.75,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Myodes_rutilus,0,0,19.94,,,19.94,NA,5.6,1.8,NA,NA,NA,NA,4.2,20.5,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Myomys_daltoni,0,0,33.5,,,NA,33.5,5.64,1.5,NA,29.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Myomys_derooi,0,NA,32,,,NA,32,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Myomys_fumatus,0,NA,30,,,NA,30,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Myoprocta_acouchy,0,1,954.87,,,954.87,775,1.86,76.015,NA,99,349.995,52.5,NA,127,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,
Myopus_schisticolor,0,NA,25,,,NA,25,4.63,3.2,0.910833333333333,21.3,15.65,20.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Myosciurus_pumilio,0,NA,16.5,,,NA,16.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Myosorex_cafer,0,NA,13,,,NA,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Myosorex_geata,0,NA,NA,,,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Myosorex_varius,0,0,11,,,NA,11,2.95,1,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Myospalax_myospalax,0,0,NA,,,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Myotis_adversus,0,1,10.41,,,10.41,NA,1,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,1,
Myotis_bocagii,0,1,7.93,,,7.93,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0,0,0.5,NA,1,NA,NA,
Myotis_lucifugus,0,1,7.8,,,7.8,NA,1,2.18,NA,NA,6.79,NA,1,NA,NA,NA,NA,NA,NA,0,0,0.5,0,0.038,0.538,NA,1,1,1,
Myotis_myotis,0,0,25.59,,,25.59,NA,1.5,6,NA,NA,23.1,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Myotis_velifer,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Myoxus_glis,0,1,148,,,148,125,4.73,1.5,7.80166666666667,28.6,NA,30.05,1.19,NA,0.1,0,0,NA,0.1,NA,1,NA,NA,NA,NA,NA,NA,0.5,1,
Myrmecobius_fasciatus,0,NA,511.44,,,511.44,NA,3.68,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Myrmecophaga_tridactyla,0,0,28500,,,NA,28500,1,1491.17,22.5833333333333,185.7,NA,54.9,1.17,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Mysateles_melanurus,0,0,NA,,,NA,NA,1.75,NA,NA,198.9,NA,198.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Mysateles_prehensilis,0,0,NA,,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Mystromys_albicaudatus,0,0,106,,,NA,106,3.18,6.25,5.72666666666667,37.8,39,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
ndinia_binotata,0,0,2678.6,,,2678.6,1900,1.92,56,15.9204166666667,64,NA,66.95,2,182.5,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Neacomys_tenuipes,0,NA,19,,,NA,19,3.8,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Nectomys_parvipes,0,1,257.5,,,NA,257.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.1,0.25,0.85,NA,1,NA,NA,
Nectomys_squamipes,0,1,290,,,NA,290,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.1,0.013,0.613,NA,1,NA,NA,
Neofelis_nebulosa,0,1,17217.525,,,17217.525,19500,2.36,190.91,17.4741666666667,92.4,3173.655,107.65,NA,NA,0,0.1,0,NA,0.1,0,1,0.5,0.1,0.013,0.613,NA,1,0,0,
Neofiber_alleni,0,0,269,,,NA,269,2.34,11.08,NA,27.9,NA,22.5,4.53,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Neomys_anomalus,0,1,16,,,NA,16,5.53,0.58,1.5625,22.5,NA,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.1,0.013,0.613,NA,1,NA,NA,
Neomys_fodiens,0,0,15.2,,,15.2,14.32,5.51,0.78,2.72791666666666,20.95,10,37.5,1.8,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,
Neophoca_cinerea,0,1,78550,,,78550,79633.33,1,7075,17.05,305.25,59724,567.2,0.69,NA,0.1,0,0,NA,0.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
Neophocae_phocaenoides,0,0,32500,,,NA,32500,1,7066.67,17.2775,315,24500,315,0.5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Neoromicia_nus,0,0,2.51,,,2.51,NA,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Neotoma_albigula,0,0,208.18,,,208.18,198,2.145,11.28,7.25,35.7,90.725,28.8,2,49,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Neotoma_cinerea,0,1,271,,,271,335.5,3.68,13.5,3.43208333333333,29.7,107.03,27.25,2,NA,0,0,0,NA,0,NA,0,1,0,0,1,NA,1,NA,NA,
Neotoma_devia,0,0,96.7,,,NA,96.7,2.1,10,NA,36,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Neotoma_florida,0,1,279.08,,,279.08,370.5,3.105,13.66,5.28875,36.3,48.175,24.95,2.5,83,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,0.5,1,
Neotoma_fuscipes,0,0,202.13,,,202.13,233.58,2.72,12.625,NA,30.85,NA,27.7,1.46,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Neotoma_lepida,0,1,143.88,,,143.88,125.33,2.81,9.16,5.2325,33,34.785,28.5,2.75,60,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,
Neotoma_mexica,0,NA,203,,,NA,203,2.1,10.4,NA,32.7,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Neotoma_micropus,0,0,255.14,,,255.14,236.33,2.505,11.7,2.96,34.2,35.6,26.1,2.2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Neotoma_phex,0,NA,227.5,,,NA,227.5,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Neotoma_stephensi,0,1,142,,,NA,142,1.08,10.6,NA,30.9,35,39.3,1.95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,1,NA,NA,
Neotomodon_alstoni,0,1,44.64,,,44.64,50,3.225,3.4,NA,27.3,NA,NA,2.25,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,NA,1,0,0,
Neotragus_batesi,0,1,2967.45,,,2967.45,2500,1,499.995,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,1,
Neotragus_moschatus,0,NA,7166.67,,,NA,7166.67,1,NA,12.9958333333333,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Neotragus_pygmaeus,0,0,3913.68,,,3913.68,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,
Neovison_vison,1,NA,NA,,,NA,NA,5,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Nesokia_indica,0,NA,143.5,,,NA,143.5,4.09,NA,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Neurotrichus_gibbsii,0,0,10,,,NA,10,2.63,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Ningaui_ridei,0,0,9.42,,,9.42,NA,5.99,NA,NA,NA,0.7,NA,2,365,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,
Ningaui_yvone,0,0,6.37,,,6.37,NA,5.7,NA,NA,NA,2,NA,2,365,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,
Niviventer_niviventer,0,NA,66.4,,,NA,66.4,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
nnospalax_leucodon,0,1,178,,,NA,178,3.5,5,NA,NA,NA,45,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0.5,NA,1,NA,NA,
Noctilio_leporinus,0,0,29.93,,,29.93,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Nomascus_concolor,0,0,6410.47,,,6410.47,NA,1.01,NA,NA,NA,NA,NA,NA,821.25,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,
Nomascus_gabriellae,0,0,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Nomascus_leucogenys,0,0,7320,,,7320,NA,NA,497.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Notiosorex_crawfordi,0,NA,4.15,,,NA,4.15,3.83,0.41,NA,NA,3.6,42.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Notomys_alexis,0,1,33.5353184431335,,,33.5353184431335,35,3.96666666666667,2.42261015804351,5.79861528645396,34.5354945401994,12.5,29.7,NA,32.75,0.25,0,0,NA,0.25,NA,1,0,0,0,0,NA,0,NA,NA,
Notomys_aquilo,0,NA,39,,,NA,39,3,NA,NA,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Notomys_cervinus,0,NA,35,,,NA,35,2.83,3,NA,42,NA,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Notomys_fuscus,0,NA,35,,,NA,35,2.9,NA,NA,34.2,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Notomys_mitchellii,0,0,52,,,NA,52,3.27,NA,NA,36.3,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
Notoryctes_typhlops,0,0,55,,,55,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Nyctalus_noctula,0,0,27.8535065403895,,,27.8535065403895,NA,1.415,5.47015898185127,11.3686039077908,72.276980360217,20.21,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,
Nyctereutes_procyonoides,0,1,4117.495,,,4117.495,4232,7.91,87.67,12.7091666666667,61.5,779.92,43.45,1,365,0,0,0,0,0,1,1,NA,NA,NA,NA,1,1,NA,NA,
Nycteris_,0,0,6.98,,,6.98,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Nycteris_arge,0,0,10.79,,,10.79,NA,0.98,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Nycteris_hispida,0,0,7.98,,,7.98,NA,0.99,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Nycticebus_bengalensis,0,0,1060,,,1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,
Nycticebus_coucang,0,1,712.340292547852,,,712.340292547852,796.1,1.02333333333333,49.3045694992979,20.3341010692715,191.486517949081,520,181.2,1,365,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,0.5,1,
Nycticebus_pygmaeus,0,0,307,,,307,341.5,2,22.25,NA,186.033333333333,NA,133,NA,448.95,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,
Nycticeius_humeralis,0,0,9.12,,,9.12,NA,1.94,1.73,NA,NA,4.51,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Nyctomys_sumichrasti,0,NA,53.33,,,NA,53.33,2,5.2,NA,32.7,40,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ochoto_alpi,0,NA,NA,,,NA,NA,3.78,7.87,NA,30,NA,21,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ochoto_collaris,0,NA,129,,,NA,129,4,NA,5,30,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ochoto_curzoniae,0,0,159.47,,,159.47,NA,4.16,11.2,NA,22.5,NA,NA,3.5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,
Ochoto_dauurica,0,NA,128,,,NA,128,6.5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ochoto_macrotis,0,NA,167,,,NA,167,3.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ochoto_pallasi,0,NA,NA,,,NA,NA,5.6,7,NA,24.9,NA,21,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ochoto_princeps,0,0,167,,,167,140.2,2.9,10.67,6.10416666666667,30,81.12,27.65,2.17,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,
Ochoto_pusilla,0,NA,NA,,,NA,NA,8.41,7,NA,22.2,NA,21.6,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ochoto_roylei,0,NA,115,,,NA,115,3,7,NA,NA,NA,21,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ochoto_rufescens,0,NA,250,,,NA,250,5.75,11.4,NA,25.8,72.3,19.5,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ochoto_rutila,0,1,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,1,NA,NA,
Ochrotomys_nuttalli,0,1,20.6,,,20.6,22,2.55,2.63,NA,29,10.9,18.2,NA,NA,0,0,0,NA,0,NA,0,1,0,0,1,0,1,NA,NA,
Octodon_degus,0,1,206.635,,,206.635,235,5.295,14.145,9.7875,89.4,71.16,35.35,1.875,NA,0.1,0.33,0,NA,0.43,NA,1,NA,NA,NA,NA,0,0,NA,NA,
Octodontomys_gliroides,0,1,155.77,,,155.77,158,2.035,18.335,NA,101.7,NA,41.4,NA,NA,NA,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,0,0,NA,NA,
Odobenus_rosmarus,0,1,811500,,,811500,650000,1.14,51883.33,29.8775,338,200000,670.55,0.5,NA,0,0,0,NA,0,NA,0,1,0,0,1,NA,1,NA,NA,
Odocoileus_hemionus,0,1,58990,,,58990,55766.67,1.62,2952.67,19.9516666666666,204.5,19516.67,97.2,0.97,NA,0,0,0,NA,0,NA,0,0.5,0,0,0.5,NA,1,NA,NA,
Odocoileus_virginianus,0,1,63300,,,63300,59500,1.71,3154.67,21.49625,201.6,33631.33,139.35,1,NA,0,0,0,NA,0,NA,0,1,0,0,1,NA,1,NA,NA,
Oecomys_concolor,0,0,60.67,,,NA,60.67,3.6,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Oenomys_hypoxanthus,0,1,85.5,,,NA,85.5,3.92,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,NA,NA,
Okapia_johnstoni,0,1,230001.14,,,230001.14,287500,0.99,17850.305,31.0116666666667,446.1,77000,210,0.875,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,1,1,1,
Oligoryzomys_flavescens,0,0,21,,,NA,21,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Oligoryzomys_longicaudatus,0,0,27.75,,,NA,27.75,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
Oligoryzomys_nigripes,0,NA,22.65,,,NA,22.65,3.3,3.3,NA,24.9,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ommatophoca_rossii,0,0,179400,,,179400,187666.67,1,20266.67,17.7704166666666,235.95,NA,28.9,1,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,
Oncifelis_colocolo,0,NA,2950,,,NA,2950,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Oncifelis_geoffroyi,0,0,4000,,,NA,4000,2.04,86.18,NA,73.5,NA,67.5,1.33,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Ondatra_zibethicus,0,0,1128.155,,,1128.155,1135.8,6.415,21.955,7.30333333333333,27.4,152.9,27.6,2.555,30,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,
Onychogalea_fraeta,0,1,4952.05,,,4952.05,NA,1,NA,NA,NA,1232.88,NA,NA,125,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,
Onychogalea_unguifera,0,0,6494.73,,,6494.73,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Onychomys_leucogaster,0,1,26.61,,,26.61,40,3.735,2.475,4.98583333333334,31.95,13.15,25.65,3.15,31.5,0,0.5,0,NA,0.5,NA,1,0.5,0,0.25,0.75,NA,1,0,0,
Onychomys_torridus,0,0,23.29,,,23.29,19,3.44,2.325,4.43916666666667,28.55,9.27,20.35,2.55,29.7,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,
Orcaella_brevirostris,0,NA,190000,,,NA,190000,1,12300,NA,420,45000,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Orcinus_orca,0,0,5445026.52842421,,,5445026.52842421,4300000,1,156221.038084102,80.3252514016574,444.644186181314,NA,465,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Oreamnos_americanus,0,0,82350,,,NA,82350,1.32,3176.67,16.6675,173.4,NA,80.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Oreotragus_oreotragus,0,0,12243.275,,,12243.275,13000,0.99,1097.5,20.8666666666667,211.6,NA,135,NA,365,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,
Ornithorhynchus_atinus,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Orthogeomys_cherriei,0,1,225,,,NA,225,2.5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,
Orthogeomys_heterodus,0,0,630,,,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Orthogeomys_hispidus,0,NA,650,,,NA,650,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Orycteropus_afer,0,1,44650,,,44650,60000,1.03,1734,24.8166666666666,214.15,6250,101.95,1,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,1,1,NA,NA,
Oryctolagus_cuniculus,1,0,1445.78952608528,,,1445.78952608528,1558.25,5.27,39.3583358485259,8.59125,30.6203227158024,212.53,26.75,4.415,29,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,
Oryx_dammah,0,NA,177500,,,NA,177500,1,10316.67,NA,246.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Oryx_gazella,0,0,165000,,,165000,195000,1,12015,20.1025,262.65,NA,NA,1.33,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,
Oryx_leucoryx,0,1,121350,,,NA,121350,1,NA,NA,240,NA,135,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,
Oryzomys_capito,0,NA,63.15,,,NA,63.15,3.33,3.85,NA,26.4,NA,NA,5.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Oryzomys_palustris,0,1,47.67,,,NA,47.67,3.77,3.42,NA,24,22.25,15,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,
Oryzomys_subflavus,0,0,7.5,,,NA,7.5,4.8,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Otaria_byronia,0,0,144000,,,144000,140000,1,12763.33,23.2266666666666,360,NA,363,1,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Otocolobus_manul,0,NA,3500,,,NA,3500,4.14,89,NA,71.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Otocyon_megalotis,0,1,4082.30759268038,,,4082.30759268038,4150,3.82666666666667,121.535625693746,14.9682657924543,66.2256452897914,NA,74.65,2,182.5,0.05,0,0,0,0.05,NA,1,NA,NA,NA,NA,0,0,NA,NA,
Otolemur_crassicaudatus,0,1,1172.19536554813,,,1172.19536554813,1126.665,1.41333333333333,47.4611149545563,16.6879921071333,132.839996633973,500,135.95,1,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,
Otolemur_garnettii,0,0,729.457510254569,,,729.457510254569,732.665,1.00333333333333,46.9981583253699,16.3398934720988,131.943187806219,NA,140,1.36,365,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Otomops_martiensseni,0,0,34.92,,,34.92,NA,0.99,7.99,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,
Otomys_angoniensis,0,1,150.95,,,NA,150.95,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,
